ip,app,device,os,channel,click_time,attributed_time,is_attributed
58128,14,1,13,442,2017-11-07 14:37:14,,0
36022,3,1,37,442,2017-11-07 14:29:28,,0
18774,12,1,13,140,2017-11-07 14:39:25,,0
23589,12,1,10,328,2017-11-07 14:41:26,,0
119125,3,1,19,442,2017-11-07 14:40:30,,0
41860,19,0,0,213,2017-11-07 14:27:47,,0
201637,12,1,15,178,2017-11-07 14:28:34,,0
27782,36,1,8,110,2017-11-07 14:42:42,,0
158506,14,1,17,134,2017-11-07 14:41:48,,0
2770,12,1,19,105,2017-11-07 14:24:47,,0
92554,2,1,10,477,2017-11-07 14:39:05,,0
191105,10,1,19,113,2017-11-07 14:25:43,,0
136583,21,1,13,232,2017-11-07 14:33:59,,0
16613,64,1,13,459,2017-11-07 14:30:25,,0
145934,2,1,13,122,2017-11-07 14:34:13,,0
109676,1,1,41,153,2017-11-07 14:28:56,,0
25071,12,1,11,245,2017-11-07 14:35:29,,0
42177,12,1,17,265,2017-11-07 14:41:14,,0
143721,29,1,19,213,2017-11-07 14:31:59,,0
45464,28,1,10,135,2017-11-07 14:28:59,,0
41872,3,1,19,115,2017-11-07 14:28:32,,0
114276,15,1,13,245,2017-11-07 14:37:03,,0
114904,103,1,22,379,2017-11-07 14:38:40,,0
5660,2,1,19,219,2017-11-07 14:27:32,,0
123872,15,1,19,111,2017-11-07 14:30:24,,0
67751,64,1,13,459,2017-11-07 14:38:19,,0
190075,18,1,19,107,2017-11-07 14:32:36,,0
162939,9,1,13,232,2017-11-07 14:42:37,,0
111286,12,1,6,481,2017-11-07 14:31:42,,0
71348,15,1,14,3,2017-11-07 14:24:03,,0
188628,24,1,19,105,2017-11-07 14:26:29,,0
150889,13,1,8,477,2017-11-07 14:27:03,,0
58585,1,1,41,178,2017-11-07 14:37:02,,0
8718,7,1,19,101,2017-11-07 14:34:46,,0
129750,26,1,20,121,2017-11-07 14:26:57,,0
4889,11,1,17,481,2017-11-07 14:35:47,,0
5618,12,1,19,245,2017-11-07 14:24:04,,0
105534,14,1,22,463,2017-11-07 14:34:37,,0
205510,2,1,17,219,2017-11-07 14:29:38,,0
44067,9,1,13,442,2017-11-07 14:26:34,,0
48034,27,1,17,122,2017-11-07 14:31:40,,0
95766,12,2,17,178,2017-11-07 14:33:26,,0
80712,14,1,49,401,2017-11-07 14:28:56,,0
115981,12,1,35,205,2017-11-07 14:41:48,,0
25150,12,1,17,259,2017-11-07 14:38:01,,0
52394,6,1,17,125,2017-11-07 14:37:48,,0
150388,12,1,19,219,2017-11-07 14:25:50,,0
53874,15,1,25,245,2017-11-07 14:28:55,,0
117807,3,1,13,19,2017-11-07 14:41:04,,0
78910,21,1,19,128,2017-11-07 14:27:24,,0
41285,15,1,32,315,2017-11-07 14:26:56,,0
3964,26,1,19,121,2017-11-07 14:41:05,,0
79800,2,1,28,469,2017-11-07 14:29:34,,0
105587,3,1,13,442,2017-11-07 14:33:21,,0
168184,12,1,6,265,2017-11-07 14:26:57,,0
142453,23,1,11,153,2017-11-07 14:37:14,,0
100738,11,1,18,487,2017-11-07 14:27:59,,0
118663,14,1,27,439,2017-11-07 14:24:05,,0
93587,2,1,20,219,2017-11-07 14:36:16,,0
37919,15,1,13,379,2017-11-07 14:39:42,,0
138958,12,1,19,409,2017-11-07 14:30:49,,0
55763,14,1,19,134,2017-11-07 14:39:14,,0
118412,14,1,19,401,2017-11-07 14:31:14,,0
126461,3,1,26,452,2017-11-07 14:34:33,,0
192879,13,1,19,477,2017-11-07 14:31:58,,0
59384,10,1,18,113,2017-11-07 14:31:57,,0
56220,1,1,19,349,2017-11-07 14:35:49,,0
45841,3,1,19,173,2017-11-07 14:40:39,,0
25071,9,2,100,258,2017-11-07 14:27:21,,0
162193,3,1,4,137,2017-11-07 14:33:54,,0
63548,9,1,12,215,2017-11-07 14:35:49,,0
5314,18,1,19,107,2017-11-07 14:24:12,,0
109412,25,1,9,259,2017-11-07 14:37:07,,0
5314,12,1,10,242,2017-11-07 14:34:35,,0
27607,18,1,17,134,2017-11-07 14:31:04,,0
173893,15,1,19,315,2017-11-07 14:40:27,,0
121330,12,1,13,245,2017-11-07 14:40:34,,0
144913,15,1,48,412,2017-11-07 14:27:42,,0
90485,12,1,19,265,2017-11-07 14:24:49,,0
187894,9,1,9,445,2017-11-07 14:26:41,,0
73516,12,1,10,205,2017-11-07 14:41:22,,0
23306,12,1,25,140,2017-11-07 14:39:07,,0
125347,23,1,13,153,2017-11-07 14:33:19,,0
69685,12,1,8,178,2017-11-07 14:40:18,,0
76853,3,1,19,489,2017-11-07 14:31:40,,0
115690,15,1,6,111,2017-11-07 14:40:33,,0
34842,15,1,8,245,2017-11-07 14:38:32,,0
109363,18,1,13,107,2017-11-07 14:36:15,,0
178873,2,2,13,205,2017-11-07 14:24:47,,0
176236,2,1,12,469,2017-11-07 14:37:05,,0
112217,11,1,19,219,2017-11-07 14:27:55,,0
128097,3,1,19,480,2017-11-07 14:32:04,,0
211606,6,1,13,459,2017-11-07 14:30:26,,0
34795,15,1,17,278,2017-11-07 14:32:53,,0
45677,15,1,8,140,2017-11-07 14:31:23,,0
49878,17,1,17,280,2017-11-07 14:41:54,,0
96490,20,1,35,259,2017-11-07 14:28:50,,0
124011,1,1,3,349,2017-11-07 14:36:28,,0
17450,3,1,19,466,2017-11-07 14:30:49,,0
83742,18,1,13,439,2017-11-07 14:38:04,,0
88046,3,1,19,442,2017-11-07 14:41:41,,0
199805,14,1,35,463,2017-11-07 14:39:51,,0
56335,3,1,8,173,2017-11-07 14:31:46,,0
49602,12,1,6,259,2017-11-07 14:24:01,,0
166112,23,1,13,153,2017-11-07 14:38:17,,0
142556,9,1,5,466,2017-11-07 14:39:42,,0
39802,2,1,32,205,2017-11-07 14:42:23,,0
176030,3,1,18,205,2017-11-07 14:39:56,,0
26995,13,1,13,400,2017-11-07 14:27:12,,0
105475,15,1,1,3,2017-11-07 14:40:59,,0
51496,2,1,19,243,2017-11-07 14:27:13,,0
131194,23,1,9,153,2017-11-07 14:25:45,,0
57584,12,1,17,259,2017-11-07 14:40:23,,0
26549,12,1,8,178,2017-11-07 14:29:19,,0
106524,12,2,49,265,2017-11-07 14:35:11,,0
207232,2,1,22,469,2017-11-07 14:36:37,,0
209417,13,1,42,477,2017-11-07 14:39:42,,0
141162,3,1,19,137,2017-11-07 14:42:32,,0
80167,14,1,15,349,2017-11-07 14:42:14,,0
95891,15,1,41,245,2017-11-07 14:29:44,,0
80450,12,1,17,265,2017-11-07 14:25:57,,0
45745,9,1,47,232,2017-11-07 14:41:38,,0
105475,10,1,17,317,2017-11-07 14:43:10,,0
168204,12,1,13,245,2017-11-07 14:28:16,,0
11752,15,1,13,245,2017-11-07 14:32:44,,0
2293,3,1,15,480,2017-11-07 14:34:19,,0
73516,3,1,13,489,2017-11-07 14:39:57,,0
14058,14,1,11,480,2017-11-07 14:25:01,,0
93262,25,1,12,259,2017-11-07 14:35:26,,0
146333,9,1,18,244,2017-11-07 14:25:11,,0
26814,26,1,37,121,2017-11-07 14:42:35,,0
48108,2,1,8,477,2017-11-07 14:35:18,,0
80114,2,1,22,435,2017-11-07 14:30:34,,0
194436,9,1,13,215,2017-11-07 14:25:30,,0
135050,2,2,9,205,2017-11-07 14:37:20,,0
88501,3,1,13,280,2017-11-07 14:28:24,,0
49462,12,1,8,328,2017-11-07 14:35:32,,0
57519,18,1,13,107,2017-11-07 14:35:53,,0
119040,13,1,35,469,2017-11-07 14:35:58,,0
48381,2,1,13,469,2017-11-07 14:32:57,,0
177205,64,1,14,459,2017-11-07 14:30:29,,0
83509,23,1,13,153,2017-11-07 14:28:00,,0
164147,12,1,25,409,2017-11-07 14:28:44,,0
159649,15,1,13,245,2017-11-07 14:34:05,,0
128834,2,1,27,469,2017-11-07 14:30:20,,0
77048,1,1,15,115,2017-11-07 14:38:22,,0
52608,2,1,19,452,2017-11-07 14:43:09,,0
66699,9,1,22,334,2017-11-07 14:40:30,,0
68271,15,1,13,245,2017-11-07 14:42:56,,0
4220,3,1,6,115,2017-11-07 14:42:11,,0
51675,24,1,25,178,2017-11-07 14:30:36,,0
116427,3,1,18,115,2017-11-07 14:40:53,,0
8975,9,1,20,244,2017-11-07 14:29:21,,0
172378,12,2,17,178,2017-11-07 14:27:38,,0
42590,15,1,6,278,2017-11-07 14:27:27,,0
105560,15,1,27,245,2017-11-07 14:36:18,,0
12479,1,1,13,452,2017-11-07 14:25:11,,0
75904,24,1,9,105,2017-11-07 14:33:59,,0
31017,25,1,6,259,2017-11-07 14:30:36,,0
26697,3,1,19,452,2017-11-07 14:24:23,,0
5314,12,1,13,259,2017-11-07 14:31:36,,0
105429,14,1,9,480,2017-11-07 14:31:09,,0
108560,20,1,10,478,2017-11-07 14:25:19,,0
20081,3,1,17,489,2017-11-07 14:34:23,,0
67628,14,1,20,349,2017-11-07 14:40:21,,0
96889,2,1,16,452,2017-11-07 14:33:48,,0
133077,2,1,13,435,2017-11-07 14:30:49,,0
207233,3,1,17,409,2017-11-07 14:35:31,,0
39140,26,1,1,266,2017-11-07 14:38:59,,0
170241,12,1,23,497,2017-11-07 14:35:45,,0
45677,12,1,19,265,2017-11-07 14:37:44,,0
109734,8,1,17,145,2017-11-07 14:34:36,,0
196598,14,1,22,349,2017-11-07 14:30:16,,0
125222,14,1,25,401,2017-11-07 14:40:19,,0
31181,3,1,19,442,2017-11-07 14:28:06,,0
132727,2,1,19,212,2017-11-07 14:42:32,,0
5314,18,3032,607,107,2017-11-07 14:36:00,,0
86320,18,1,19,439,2017-11-07 14:27:02,,0
81763,3,1,19,379,2017-11-07 14:41:37,,0
14926,18,1,22,107,2017-11-07 14:43:00,,0
42685,19,271,59,213,2017-11-07 14:29:32,2017-11-07 14:46:45,1
119369,18,1,3,107,2017-11-07 14:34:52,,0
118315,18,1,19,107,2017-11-07 14:37:06,,0
26995,1,2,7,125,2017-11-07 14:30:57,,0
26995,15,2,3,245,2017-11-07 14:28:21,,0
40077,3,1,25,19,2017-11-07 14:24:41,,0
188414,12,1,8,245,2017-11-07 14:27:57,,0
45463,2,1,13,452,2017-11-07 14:24:36,,0
49767,2,1,2,469,2017-11-07 14:29:18,,0
86265,2,1,30,212,2017-11-07 14:24:30,,0
106078,9,1,22,466,2017-11-07 14:38:23,,0
198212,1,1,19,135,2017-11-07 14:29:31,,0
156845,9,1,13,234,2017-11-07 14:41:49,,0
57971,2,1,13,219,2017-11-07 14:30:43,,0
107828,9,1,17,442,2017-11-07 14:29:50,,0
119315,2,1,12,122,2017-11-07 14:38:41,,0
73516,26,1,13,121,2017-11-07 14:33:30,,0
127930,2,1,43,236,2017-11-07 14:31:02,,0
48240,19,0,0,347,2017-11-07 14:30:57,,0
70248,3,1,13,409,2017-11-07 14:35:25,,0
201182,15,1,12,111,2017-11-07 14:41:23,,0
209447,3,1,19,19,2017-11-07 14:35:52,,0
37434,12,1,19,245,2017-11-07 14:30:55,,0
97851,9,1,19,232,2017-11-07 14:34:13,,0
73516,12,1,19,178,2017-11-07 14:36:59,,0
99855,12,1,18,245,2017-11-07 14:36:46,,0
64957,15,1,47,386,2017-11-07 14:26:55,,0
104989,12,1,13,481,2017-11-07 14:32:30,,0
13634,3,1,1,466,2017-11-07 14:38:26,,0
206459,26,1,20,121,2017-11-07 14:43:02,,0
40292,21,2,10,128,2017-11-07 14:26:32,,0
56893,2,1,19,122,2017-11-07 14:38:33,,0
34912,8,1,19,145,2017-11-07 14:40:26,,0
205300,14,1,3,379,2017-11-07 14:29:21,,0
211305,3,1,25,137,2017-11-07 14:24:51,,0
113231,1,1,6,115,2017-11-07 14:30:16,,0
43122,6,1,18,459,2017-11-07 14:26:28,,0
1041,2,1,19,477,2017-11-07 14:38:54,,0
46415,23,1,9,153,2017-11-07 14:27:31,,0
55802,64,1,20,459,2017-11-07 14:30:29,,0
64454,8,1,22,145,2017-11-07 14:27:00,,0
90590,9,1,13,234,2017-11-07 14:39:52,,0
73487,12,1,19,259,2017-11-07 14:26:56,,0
203537,3,1,19,424,2017-11-07 14:43:10,,0
63060,2,1,19,477,2017-11-07 14:28:39,,0
40441,2,1,28,122,2017-11-07 14:32:05,,0
53454,15,1,19,245,2017-11-07 14:33:43,,0
11947,29,1,19,210,2017-11-07 14:30:43,,0
211080,14,1,19,463,2017-11-07 14:37:35,,0
194050,8,1,49,259,2017-11-07 14:28:07,,0
7130,3,1,19,379,2017-11-07 14:40:32,,0
79700,12,1,13,178,2017-11-07 14:29:52,,0
97670,26,1,25,266,2017-11-07 14:33:31,,0
52019,25,1,13,259,2017-11-07 14:34:54,,0
67611,3,1,13,379,2017-11-07 14:34:48,,0
155632,3,1,41,409,2017-11-07 14:38:21,,0
73814,15,1,13,245,2017-11-07 14:33:42,,0
53658,3,1,19,19,2017-11-07 14:27:04,,0
91694,3,2,36,137,2017-11-07 14:30:39,,0
39235,14,1,8,134,2017-11-07 14:31:32,,0
114220,3,1,19,489,2017-11-07 14:36:12,,0
70379,2,1,13,477,2017-11-07 14:28:55,,0
86436,3,1,17,409,2017-11-07 14:41:42,,0
161649,12,1,19,19,2017-11-07 14:38:20,,0
135169,6,1,13,125,2017-11-07 14:39:52,,0
105560,14,1,19,134,2017-11-07 14:40:43,,0
193448,2,1,19,435,2017-11-07 14:39:31,,0
6505,14,1,17,379,2017-11-07 14:25:51,,0
47674,15,1,6,245,2017-11-07 14:40:19,,0
8120,15,1,17,111,2017-11-07 14:36:01,,0
209117,15,1,13,315,2017-11-07 14:38:18,,0
14737,1,1,19,17,2017-11-07 14:36:32,,0
95,14,2,19,123,2017-11-07 14:41:38,,0
17380,21,1,22,232,2017-11-07 14:31:05,,0
143358,9,1,20,466,2017-11-07 14:41:19,,0
142310,3,1,19,135,2017-11-07 14:40:33,,0
16426,13,1,41,477,2017-11-07 14:31:04,,0
141696,3,1,16,424,2017-11-07 14:37:48,,0
22105,26,1,47,266,2017-11-07 14:43:03,,0
124519,64,1,19,459,2017-11-07 14:29:32,,0
5314,2,1,17,469,2017-11-07 14:28:08,,0
53964,18,1,13,121,2017-11-07 14:30:30,,0
43677,18,1,1,107,2017-11-07 14:37:30,,0
121076,12,1,13,245,2017-11-07 14:40:57,,0
93266,22,1,13,116,2017-11-07 14:29:14,,0
58575,2,1,13,435,2017-11-07 14:41:38,,0
58014,15,1,47,153,2017-11-07 14:28:02,,0
5348,18,1,10,107,2017-11-07 14:35:48,,0
100275,12,1,19,178,2017-11-07 14:41:00,,0
174717,12,1,8,328,2017-11-07 14:31:43,,0
111025,28,1,42,135,2017-11-07 14:35:16,,0
172980,6,1,20,459,2017-11-07 14:38:44,,0
50358,14,1,20,463,2017-11-07 14:36:43,,0
81402,18,1,25,376,2017-11-07 14:29:09,,0
5314,18,1,13,439,2017-11-07 14:42:36,,0
196261,18,1,6,439,2017-11-07 14:39:37,,0
14271,24,1,17,105,2017-11-07 14:28:59,,0
61813,9,2,18,334,2017-11-07 14:30:26,,0
40631,11,1,13,325,2017-11-07 14:24:55,,0
138060,18,1,1,439,2017-11-07 14:26:48,,0
115746,12,1,22,205,2017-11-07 14:40:00,,0
158239,26,1,2,266,2017-11-07 14:36:38,,0
48212,2,1,13,219,2017-11-07 14:35:19,,0
49652,21,2,13,232,2017-11-07 14:37:07,,0
42529,18,1,13,121,2017-11-07 14:42:54,,0
63080,14,1,28,439,2017-11-07 14:38:21,,0
41232,9,1,32,134,2017-11-07 14:33:48,,0
100275,18,1,19,107,2017-11-07 14:30:34,,0
167471,18,1,20,126,2017-11-07 14:29:49,,0
99020,28,1,20,135,2017-11-07 14:29:24,,0
103244,14,1,17,401,2017-11-07 14:30:34,,0
90485,3,1,35,153,2017-11-07 14:41:34,,0
14895,12,1,13,105,2017-11-07 14:35:48,,0
40045,15,1,13,245,2017-11-07 14:25:30,,0
75574,20,2,58,259,2017-11-07 14:30:19,,0
69395,2,1,19,477,2017-11-07 14:32:28,,0
17391,12,1,19,265,2017-11-07 14:41:07,,0
8995,64,1,13,459,2017-11-07 14:32:34,,0
75634,3,1,40,402,2017-11-07 14:28:04,,0
5314,14,1,20,401,2017-11-07 14:35:21,,0
13634,15,1,13,245,2017-11-07 14:42:36,,0
22037,25,1,30,259,2017-11-07 14:38:05,,0
66272,8,1,19,145,2017-11-07 14:29:53,,0
55487,9,1,19,489,2017-11-07 14:25:09,,0
5281,45,1,19,411,2017-11-07 14:42:49,,0
159639,3,1,19,115,2017-11-07 14:40:28,,0
21293,24,1,19,105,2017-11-07 14:24:14,,0
198552,12,2,22,259,2017-11-07 14:42:48,,0
146178,14,1,13,480,2017-11-07 14:34:37,,0
38684,18,1,13,439,2017-11-07 14:43:06,,0
205143,12,1,17,140,2017-11-07 14:31:14,,0
142981,26,1,40,121,2017-11-07 14:39:44,,0
7295,3,2,13,137,2017-11-07 14:36:14,,0
93054,2,1,13,477,2017-11-07 14:37:55,,0
39007,3,1,13,379,2017-11-07 14:33:23,,0
201182,12,2,13,178,2017-11-07 14:24:24,,0
35017,13,1,20,477,2017-11-07 14:27:19,,0
162789,13,1,18,477,2017-11-07 14:39:51,,0
38732,21,1,13,128,2017-11-07 14:27:34,,0
176329,9,1,13,234,2017-11-07 14:28:25,,0
135425,25,1,20,259,2017-11-07 14:27:00,,0
43853,21,1,13,128,2017-11-07 14:24:41,,0
25152,12,1,8,259,2017-11-07 14:38:51,,0
55979,14,1,53,134,2017-11-07 14:36:11,,0
36227,15,1,13,315,2017-11-07 14:28:31,,0
150792,14,1,19,379,2017-11-07 14:30:01,,0
91376,18,1,19,121,2017-11-07 14:35:57,,0
105388,12,1,6,328,2017-11-07 14:40:14,,0
82150,18,3032,607,107,2017-11-07 14:39:59,,0
80886,2,1,18,452,2017-11-07 14:28:10,,0
39782,2,1,19,205,2017-11-07 14:29:03,,0
59680,18,1,19,439,2017-11-07 14:36:48,,0
45381,13,1,19,477,2017-11-07 14:36:33,,0
123813,15,1,19,245,2017-11-07 14:38:49,,0
75634,3,2,25,402,2017-11-07 14:41:46,,0
152386,12,1,18,178,2017-11-07 14:29:43,,0
85798,2,1,19,469,2017-11-07 14:38:21,,0
100971,12,1,13,265,2017-11-07 14:24:43,,0
50467,3,1,18,442,2017-11-07 14:33:50,,0
114069,22,1,19,116,2017-11-07 14:36:33,,0
158506,15,1,13,480,2017-11-07 14:33:49,,0
69935,25,1,13,259,2017-11-07 14:34:28,,0
53454,3,1,13,424,2017-11-07 14:34:08,,0
124033,3,1,19,115,2017-11-07 14:37:54,,0
873,12,1,19,178,2017-11-07 14:36:34,,0
211085,10,1,19,377,2017-11-07 14:35:56,,0
67396,3,1,31,417,2017-11-07 14:30:54,,0
472,13,1,19,477,2017-11-07 14:34:00,,0
36183,2,1,17,205,2017-11-07 14:27:28,,0
6437,13,1,19,477,2017-11-07 14:33:12,,0
155696,2,1,35,477,2017-11-07 14:38:51,,0
39517,18,1,25,439,2017-11-07 14:37:26,,0
59064,12,1,14,245,2017-11-07 14:36:58,,0
111967,18,1,16,121,2017-11-07 14:38:12,,0
100543,12,1,13,265,2017-11-07 14:33:04,,0
87181,2,1,19,122,2017-11-07 14:42:53,,0
99809,15,1,10,245,2017-11-07 14:41:58,,0
190954,12,1,9,205,2017-11-07 14:37:36,,0
144461,1,1,19,135,2017-11-07 14:28:38,,0
141620,3,1,19,442,2017-11-07 14:24:03,,0
73516,2,1,22,477,2017-11-07 14:35:33,,0
59152,17,1,19,280,2017-11-07 14:27:52,,0
55079,2,1,17,469,2017-11-07 14:37:23,,0
11253,18,1,13,121,2017-11-07 14:25:34,,0
31216,2,1,11,477,2017-11-07 14:29:02,,0
178964,2,1,30,477,2017-11-07 14:29:19,,0
136411,3,1,22,280,2017-11-07 14:28:46,,0
175868,15,1,14,315,2017-11-07 14:27:14,,0
111823,15,1,27,245,2017-11-07 14:32:08,,0
5314,3,1,19,442,2017-11-07 14:27:24,,0
86436,15,1,53,245,2017-11-07 14:28:37,,0
53117,64,1,27,459,2017-11-07 14:40:49,,0
146001,3,1,22,480,2017-11-07 14:41:46,,0
183087,2,2,17,364,2017-11-07 14:24:07,,0
7793,18,3032,607,107,2017-11-07 14:40:54,,0
59395,18,1,20,107,2017-11-07 14:39:05,,0
134601,1,1,19,153,2017-11-07 14:34:50,,0
67560,3,2,10,153,2017-11-07 14:25:25,,0
121909,13,1,11,477,2017-11-07 14:40:59,,0
7395,3,2,9,280,2017-11-07 14:31:30,,0
5314,1,1,10,153,2017-11-07 14:24:01,,0
178873,2,1,19,205,2017-11-07 14:36:38,,0
45386,2,1,35,205,2017-11-07 14:35:35,,0
57957,9,1,19,232,2017-11-07 14:33:38,,0
52202,3,1,17,137,2017-11-07 14:35:42,,0
77610,2,1,19,212,2017-11-07 14:38:10,,0
6388,23,1,19,153,2017-11-07 14:28:22,,0
45433,25,1,19,259,2017-11-07 14:24:18,,0
193632,15,1,35,153,2017-11-07 14:34:46,,0
7522,2,1,13,219,2017-11-07 14:37:10,,0
58787,3,1,19,19,2017-11-07 14:37:17,,0
84900,15,1,49,153,2017-11-07 14:31:33,,0
163399,9,1,41,234,2017-11-07 14:28:21,,0
73487,3,1,13,153,2017-11-07 14:37:50,,0
90976,18,1,41,121,2017-11-07 14:39:47,,0
76932,18,1,17,376,2017-11-07 14:25:00,,0
89221,8,1,17,145,2017-11-07 14:39:55,,0
138335,2,1,13,435,2017-11-07 14:33:58,,0
138034,15,1,13,430,2017-11-07 14:24:45,,0
59295,15,1,13,480,2017-11-07 14:38:36,,0
16775,2,1,19,212,2017-11-07 14:36:46,,0
53454,3,1,19,205,2017-11-07 14:31:18,,0
111025,28,1,19,135,2017-11-07 14:32:36,,0
8185,2,1,19,122,2017-11-07 14:35:35,,0
190968,18,1,41,439,2017-11-07 14:41:49,,0
33903,10,1,13,113,2017-11-07 14:41:10,,0
67407,3,1,41,153,2017-11-07 14:30:06,,0
1304,13,1,8,469,2017-11-07 14:26:42,,0
96784,18,1,19,121,2017-11-07 14:31:11,,0
114461,2,1,19,205,2017-11-07 14:35:33,,0
14939,6,1,19,125,2017-11-07 14:26:26,,0
137029,2,1,17,237,2017-11-07 14:42:36,,0
34561,3,1,19,466,2017-11-07 14:35:10,,0
63465,3,1,13,452,2017-11-07 14:39:27,,0
87609,9,1,9,232,2017-11-07 14:30:32,,0
109723,18,1,19,107,2017-11-07 14:37:01,,0
102218,12,1,13,265,2017-11-07 14:34:55,,0
4398,1,1,13,135,2017-11-07 14:35:06,,0
29658,15,1,8,245,2017-11-07 14:31:30,,0
101941,24,2,35,105,2017-11-07 14:31:18,,0
34801,363,3032,607,347,2017-11-07 14:33:44,,0
49186,18,3032,607,107,2017-11-07 14:40:05,,0
8718,7,1,6,101,2017-11-07 14:42:17,,0
119176,12,1,25,19,2017-11-07 14:31:17,,0
58647,12,1,10,245,2017-11-07 14:25:36,,0
186824,18,1,25,121,2017-11-07 14:38:46,,0
118475,20,1,49,478,2017-11-07 14:29:52,,0
58476,12,1,35,178,2017-11-07 14:43:00,,0
46767,18,1,37,121,2017-11-07 14:36:32,,0
105452,12,1,13,245,2017-11-07 14:35:54,,0
60163,12,2,9,265,2017-11-07 14:33:39,,0
